d_opt,sigma_d,tissue,d,k_rel,loss
5.939393939393939e-08,1e-08,Transport-Resistant,8e-08,0.002154434690031882,1.167910826131181e-05
5.939393939393939e-08,1e-08,Transport-Resistant,8e-08,0.0031622776601683794,1.164428699119018e-05
5.939393939393939e-08,1e-08,Transport-Resistant,8e-08,0.004641588833612777,1.1592664229638726e-05
5.939393939393939e-08,1e-08,Transport-Resistant,8e-08,0.006812920690579608,1.1518827679421166e-05
5.939393939393939e-08,1e-08,Transport-Resistant,8e-08,0.01,1.1419425471225541e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,1e-06,2.7827620673558568e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,1.4677992676220705e-06,3.6642855714715276e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,2.1544346900318822e-06,4.9959715408245305e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,3.162277660168379e-06,6.916554959296063e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,4.641588833612782e-06,9.503391273280334e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,6.8129206905796085e-06,1.2700701853114647e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,9.999999999999999e-06,1.6282366943658162e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,1.4677992676220675e-05,1.988834829315729e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,2.1544346900318823e-05,2.3135002712484894e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,3.1622776601683795e-05,2.5742393606655338e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,4.641588833612772e-05,2.760494379137746e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,6.812920690579608e-05,2.8778799164408953e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.0001,2.9416601154361687e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.0001467799267622069,2.9695989407915324e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.00021544346900318823,2.977218364350242e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.00031622776601683794,2.975844461859278e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.00046415888336127773,2.97257689674437e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.0006812920690579609,2.971100296214783e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.001,2.9726987986641483e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.001467799267622069,2.977073563740523e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.002154434690031882,2.9830332365705054e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.0031622776601683794,2.988942128648436e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.004641588833612777,2.9930667621921017e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.006812920690579608,2.9938118561630315e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2e-08,0.01,2.9898800828317476e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,1e-06,2.678410651953598e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,1.4677992676220705e-06,3.538372638379779e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,2.1544346900318822e-06,4.840465610150135e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,3.162277660168379e-06,6.720442740433132e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,4.641588833612782e-06,9.252637415491583e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,6.8129206905796085e-06,1.2381066400337532e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,9.999999999999999e-06,1.588404051577619e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,1.4677992676220675e-05,1.9408468557958446e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,2.1544346900318823e-05,2.2576806999215935e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,3.1622776601683795e-05,2.5113382660807973e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,4.641588833612772e-05,2.6916222880688116e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,6.812920690579608e-05,2.804460586806403e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.0001,2.8652689288130428e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.0001467799267622069,2.891737522927674e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.00021544346900318823,2.899115696483749e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.00031622776601683794,2.898361001006514e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.00046415888336127773,2.896205810584156e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.0006812920690579609,2.8960290456044687e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.001,2.8988889907494433e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.001467799267622069,2.904351443272453e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.002154434690031882,2.9111537292691156e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.0031622776601683794,2.917649160556349e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.004641588833612777,2.922149126302141e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.006812920690579608,2.923119086190254e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.2500000000000003e-08,0.01,2.919330266874197e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,1e-06,2.597329479870471e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,1.4677992676220705e-06,3.441614667592155e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,2.1544346900318822e-06,4.7221671511024e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,3.162277660168379e-06,6.571766987749363e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,4.641588833612782e-06,9.061326661452828e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,6.8129206905796085e-06,1.2133966651119344e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,9.999999999999999e-06,1.5571468404234145e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,1.4677992676220675e-05,1.9026450703061197e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,2.1544346900318823e-05,2.212590543942547e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,3.1622776601683795e-05,2.459748387718348e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,4.641588833612772e-05,2.634260499992411e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,6.812920690579608e-05,2.7424125257453126e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.0001,2.799829433511609e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.0001467799267622069,2.8241821413320916e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.00021544346900318823,2.8305078140070228e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.00031622776601683794,2.8294471554200693e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.00046415888336127773,2.8274214042552912e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.0006812920690579609,2.827550836298128e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.001,2.8307048757966254e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.001467799267622069,2.8363363751249715e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.002154434690031882,2.8431339098809128e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.0031622776601683794,2.8494694214172955e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.004641588833612777,2.8536927725469315e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.006812920690579608,2.854337839403923e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.5000000000000002e-08,0.01,2.8502440044310048e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,1e-06,2.5405182271345218e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,1.4677992676220705e-06,3.3758042925572027e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,2.1544346900318822e-06,4.644064626937425e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,3.162277660168379e-06,6.47514647165952e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,4.641588833612782e-06,8.935974599029474e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,6.8129206905796085e-06,1.1967763298485535e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,9.999999999999999e-06,1.5354650890749904e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,1.4677992676220675e-05,1.8753511853533836e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,2.1544346900318823e-05,2.1794428348665957e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,3.1622776601683795e-05,2.4207176303192393e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,4.641588833612772e-05,2.5896263719353457e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,6.812920690579608e-05,2.6928290160840352e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.0001,2.7462283851387957e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.0001467799267622069,2.7675667228900276e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.00021544346900318823,2.771753267553044e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.00031622776601683794,2.7692115310635615e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.00046415888336127773,2.76611809499104e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.0006812920690579609,2.765387472206805e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.001,2.7677356469124912e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.001467799267622069,2.772535809569994e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.002154434690031882,2.7784516670344028e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.0031622776601683794,2.7838677039100815e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.004641588833612777,2.7871856535965237e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.006812920690579608,2.786999595090863e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,2.75e-08,0.01,2.7822009239180766e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,1e-06,2.5074481313035445e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,1.4677992676220705e-06,3.340789256912759e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,2.1544346900318822e-06,4.6066807651998785e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,3.162277660168379e-06,6.432113241106797e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,4.641588833612782e-06,8.879372474748176e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,6.8129206905796085e-06,1.1886650831880062e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,9.999999999999999e-06,1.5239156153245263e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,1.4677992676220675e-05,1.8596625075096477e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,2.1544346900318823e-05,2.159043028935205e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,3.1622776601683795e-05,2.395104240991135e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,4.641588833612772e-05,2.558521621563082e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,6.812920690579608e-05,2.6563471206251782e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.0001,2.7048487043512772e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.0001467799267622069,2.721974117395235e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.00021544346900318823,2.7226543220936664e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.00031622776601683794,2.7172096663419968e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.00046415888336127773,2.711659524297156e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.0006812920690579609,2.7087724555730165e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.001,2.7091522253402005e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.001467799267622069,2.7121043596671957e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.002154434690031882,2.7162769465575317e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.0031622776601683794,2.7200745986677504e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.004641588833612777,2.721932583683222e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.006812920690579608,2.720487086320651e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.01,2.7146506350554057e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,1e-06,2.495717688656154e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,1.4677992676220705e-06,3.3338700140266263e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,2.1544346900318822e-06,4.607098145054021e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,3.162277660168379e-06,6.439730216827557e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,4.641588833612782e-06,8.888878688843964e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,6.8129206905796085e-06,1.188869148587495e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,9.999999999999999e-06,1.522416527743903e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,1.4677992676220675e-05,1.85562683160927e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,2.1544346900318823e-05,2.1515652794467072e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,3.1622776601683795e-05,2.3831265176385068e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,4.641588833612772e-05,2.5410865248491598e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,6.812920690579608e-05,2.6328967141040535e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.0001,2.675340914495866e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.0001467799267622069,2.6867700334341997e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.00021544346900318823,2.6823255545353183e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.00031622776601683794,2.6723676309563397e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.00046415888336127773,2.6628605820018547e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.0006812920690579609,2.6564788549728436e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.001,2.653734051411693e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.001467799267622069,2.653885903636623e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.002154434690031882,2.655554319179068e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.0031622776601683794,2.657147760907741e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.004641588833612777,2.6571097503759973e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.006812920690579608,2.65408079338972e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.25e-08,0.01,2.646955124267302e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,1e-06,2.5014317041501803e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,1.4677992676220705e-06,3.3501916787869396e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,2.1544346900318822e-06,4.639341367325739e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,3.162277660168379e-06,6.490986628441912e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,4.641588833612782e-06,8.956912100898898e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,6.8129206905796085e-06,1.1966485071721373e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,9.999999999999999e-06,1.530325114358996e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,1.4677992676220675e-05,1.862738545658892e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,2.1544346900318823e-05,2.156598293721498e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,3.1622776601683795e-05,2.3843632016505014e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,4.641588833612772e-05,2.536752394819991e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,6.812920690579608e-05,2.621666761463143e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.0001,2.656608062313431e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.0001467799267622069,2.6605988470079904e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.00021544346900318823,2.649222946350173e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.00031622776601683794,2.633044862904408e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.00046415888336127773,2.6180614307155017e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.0006812920690579609,2.6068997264722173e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.001,2.599994950086144e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.001467799267622069,2.596540756156658e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.002154434690031882,2.59510740072679e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.0031622776601683794,2.5940681562157687e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.004641588833612777,2.591837661354641e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.006812920690579608,2.587002453416286e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.5e-08,0.01,2.578406385888797e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,1e-06,2.5200963650995125e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,1.4677992676220705e-06,3.3838882563473704e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,2.1544346900318822e-06,4.6958776446496065e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,3.162277660168379e-06,6.576751400714235e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,4.641588833612782e-06,9.073415611582499e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,6.8129206905796085e-06,1.21101635848103e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,9.999999999999999e-06,1.5467731078967366e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,1.4677992676220675e-05,1.8802651855979422e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,2.1544346900318823e-05,2.1734588110382766e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,3.1622776601683795e-05,2.398022876632568e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,4.641588833612772e-05,2.5444742274668623e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,6.812920690579608e-05,2.6212892559903553e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.0001,2.6469828920772554e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.0001467799267622069,2.6415686368560238e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.00021544346900318823,2.621341753497067e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.00031622776601683794,2.5972317230074815e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.00046415888336127773,2.5753467974757977e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.0006812920690579609,2.5582727540389828e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.001,2.5463652509936847e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.001467799267622069,2.538703048318522e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.002154434690031882,2.533768814016324e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.0031622776601683794,2.529842808248518e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.004641588833612777,2.5252460733241494e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.006812920690579608,2.518473504718959e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.01,2.5082721458672942e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,1e-06,2.546805962876145e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,1.4677992676220705e-06,3.4283147834037957e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,2.1544346900318822e-06,4.7678440660321024e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,3.162277660168379e-06,6.68583322389454e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,4.641588833612782e-06,9.2255081614595e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,6.8129206905796085e-06,1.2306585247768102e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,9.999999999999999e-06,1.5705544821467763e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,1.4677992676220675e-05,1.9071576404526262e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,2.1544346900318823e-05,2.2011581683265777e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,3.1622776601683795e-05,2.4230111323171113e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,4.641588833612772e-05,2.562897833411161e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,6.812920690579608e-05,2.6300909948709117e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.0001,2.6445152193583364e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.0001467799267622069,2.6275739168679344e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.00021544346900318823,2.5965481849299772e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.00031622776601683794,2.5628782801270364e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.00046415888336127773,2.53282659705373e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.0006812920690579609,2.5089348380929766e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.001,2.4914075599430794e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.001467799267622069,2.4791681033622956e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.002154434690031882,2.4705250684404067e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.0031622776601683794,2.4635985079113072e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.004641588833612777,2.4565625120271593e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.006812920690579608,2.4477788442537732e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4e-08,0.01,2.4358675465721675e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,1e-06,2.5751440996322793e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,1.4677992676220705e-06,3.474338327786781e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,2.1544346900318822e-06,4.8421739157891276e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,3.162277660168379e-06,6.800212411467581e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,4.641588833612782e-06,9.39005817047789e-06
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,6.8129206905796085e-06,1.2528575607105733e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,9.999999999999999e-06,1.5987886161839873e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,1.4677992676220675e-05,1.9406155026110367e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,2.1544346900318823e-05,2.2371288142840042e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,3.1622776601683795e-05,2.4569608136111782e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,4.641588833612772e-05,2.5897696161862318e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,6.812920690579608e-05,2.6458421274251123e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.0001,2.646990465166889e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.0001467799267622069,2.6164664756389758e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.00021544346900318823,2.5728281307053896e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.00031622776601683794,2.5281689858184108e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.00046415888336127773,2.4889306329931255e-05
5.9595959595959593e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.0006812920690579609,2.4575560433682817e-05
